country,country_m49,year,milk_species,milk_tonnes,ch4_ktco2e,kg_co2e_per_ton_milk
Bangladesh,50,2021,Raw milk of buffalo,299625.0,90.0,0.30037546933667086
Bangladesh,50,2023,Raw milk of buffalo,351700.0,90.96,0.25862951379016208
Bangladesh,50,2022,Raw milk of buffalo,326850.0,90.48,0.27682423129876088
Bangladesh,50,2020,Raw milk of buffalo,267000.0,89.58,0.33550561797752809
Brunei Darussalam,96,2020,Raw milk of buffalo,183.04,0.1311,0.71623688811188813
Brunei Darussalam,96,2023,Raw milk of buffalo,127.69,0.0579,0.45344192967342783
Brunei Darussalam,96,2022,Raw milk of buffalo,137.82,0.0689,0.49992744159048041
Brunei Darussalam,96,2021,Raw milk of buffalo,142.74,0.0747,0.52332912988650693
Bulgaria,100,2023,Raw milk of buffalo,16880.0,1.2564,0.074431279620853066
Bulgaria,100,2020,Raw milk of buffalo,15930.0,1.2108,0.076007532956685511
Bulgaria,100,2022,Raw milk of buffalo,15280.0,1.2191999999999998,0.079790575916230358
Bulgaria,100,2021,Raw milk of buffalo,16580.0,1.3014000000000001,0.078492159227985525
Myanmar,104,2023,Raw milk of buffalo,330000.0,118.275,0.3584090909090909
Myanmar,104,2022,Raw milk of buffalo,328000.0,118.161,0.36024695121951217
Myanmar,104,2021,Raw milk of buffalo,316000.0,116.67899999999999,0.36923734177215184
Myanmar,104,2020,Raw milk of buffalo,313000.0,113.03179999999999,0.36112396166134181
Sri Lanka,144,2021,Raw milk of buffalo,90570.0,19.9927,0.22074307165728166
Sri Lanka,144,2022,Raw milk of buffalo,89870.0,19.4923,0.21689440302659396
Sri Lanka,144,2023,Raw milk of buffalo,95850.0,19.620600000000003,0.20470109546165888
Sri Lanka,144,2020,Raw milk of buffalo,80240.0,19.38,0.24152542372881355
"China, mainland",156,2022,Raw milk of buffalo,3202196.39,1716.2628,0.535964254209905
"China, mainland",156,2023,Raw milk of buffalo,3274849.21,1765.4297,0.5390873248786926
"China, mainland",156,2020,Raw milk of buffalo,3039265.29,1606.4261000000001,0.52855738039241718
"China, mainland",156,2021,Raw milk of buffalo,3103707.73,1649.2981,0.53139607317342352
China,159,2020,Raw milk of buffalo,3039265.29,1606.5656,0.528603279643285
China,159,2023,Raw milk of buffalo,3274849.21,1765.5634,0.53912815118592894
China,159,2022,Raw milk of buffalo,3202196.39,1716.3909,0.5360042580024269
China,159,2021,Raw milk of buffalo,3103707.73,1649.4309,0.531438860707416
Germany,276,2020,Raw milk of buffalo,1000.0,0.6313,0.6313
Greece,300,2020,Raw milk of buffalo,90.0,0.426,4.7333333333333334
India,356,2020,Raw milk of buffalo,95391341.85,6579.9505,0.068978487694897658
India,356,2022,Raw milk of buffalo,103299834.0,6704.2496,0.064900874864910238
India,356,2023,Raw milk of buffalo,104388290.0,6722.9998,0.064403773641660375
India,356,2021,Raw milk of buffalo,99626360.0,6686.1934999999994,0.067112694873123935
Indonesia,360,2021,Raw milk of buffalo,90716.53,65.1618,0.71830128423122008
Indonesia,360,2022,Raw milk of buffalo,87795.06,66.701900000000009,0.75974547998486486
Indonesia,360,2023,Raw milk of buffalo,84000.0,57.946,0.6898333333333333
Indonesia,360,2020,Raw milk of buffalo,91233.29,65.7909,0.72112821975399544
Iran (Islamic Republic of),364,2020,Raw milk of buffalo,108003.25,10.269400000000001,0.095084175707675481
Iran (Islamic Republic of),364,2023,Raw milk of buffalo,102601.86,9.6000000000000014,0.093565555244320156
Iran (Islamic Republic of),364,2022,Raw milk of buffalo,117678.19,11.399999999999999,0.096874365589749448
Iran (Islamic Republic of),364,2021,Raw milk of buffalo,122512.22,12.0,0.097949412719808684
Iraq,368,2021,Raw milk of buffalo,39393.09,14.5297,0.36883879888579446
Iraq,368,2020,Raw milk of buffalo,37737.0,14.007200000000001,0.37117947902588971
Iraq,368,2023,Raw milk of buffalo,43002.0,15.633799999999999,0.36355983442630574
Iraq,368,2022,Raw milk of buffalo,40369.0,15.0717,0.37334836136639504
Italy,380,2021,Raw milk of buffalo,257460.0,24.564700000000002,0.095411714441078224
Italy,380,2023,Raw milk of buffalo,254280.0,24.96,0.09815950920245399
Italy,380,2020,Raw milk of buffalo,253830.0,24.4217,0.096212819603671756
Italy,380,2022,Raw milk of buffalo,254450.0,24.96,0.098093928080172921
Malaysia,458,2023,Raw milk of buffalo,6188.68,4.1362,0.66834930873788911
Malaysia,458,2022,Raw milk of buffalo,6068.08,4.0113,0.66104929401062618
Malaysia,458,2021,Raw milk of buffalo,5859.93,3.7945,0.64753333230943033
Malaysia,458,2020,Raw milk of buffalo,5728.8,3.6622,0.63926127635805052
Nepal,524,2021,Raw milk of buffalo,1419412.0,304.4359,0.21448029183915596
Nepal,524,2023,Raw milk of buffalo,1399797.09,181.7826,0.12986353615008586
Nepal,524,2020,Raw milk of buffalo,1380600.0,310.1979,0.22468339852238159
Nepal,524,2022,Raw milk of buffalo,1464802.0,302.8429,0.20674664562172906
Netherlands (Kingdom of the),528,2022,Raw milk of buffalo,4950.0,0.0,0.0
Netherlands (Kingdom of the),528,2023,Raw milk of buffalo,4490.0,0.0,0.0
Pakistan,586,2020,Raw milk of buffalo,35393200.0,2471.46,0.069828667653673585
Pakistan,586,2022,Raw milk of buffalo,37527850.0,2620.56,0.069829739779923447
Pakistan,586,2023,Raw milk of buffalo,38644100.0,2698.44,0.06982799444158358
Pakistan,586,2021,Raw milk of buffalo,36444850.0,2544.96,0.069830442435625334
Romania,642,2021,Raw milk of buffalo,15200.0,1.11,0.073026315789473689
Romania,642,2023,Raw milk of buffalo,19300.0,1.014,0.05253886010362694
Romania,642,2022,Raw milk of buffalo,14100.0,1.074,0.076170212765957451
Romania,642,2020,Raw milk of buffalo,16100.0,1.1760000000000002,0.073043478260869585
Viet Nam,704,2020,Raw milk of buffalo,27107.5,132.967,4.9051738448768791
Viet Nam,704,2022,Raw milk of buffalo,26477.18,127.173,4.8031172504020443
Viet Nam,704,2023,Raw milk of buffalo,25852.36,121.75250000000001,4.7095313541974511
Viet Nam,704,2021,Raw milk of buffalo,26666.49,128.9826,4.8368795443269805
Türkiye,792,2020,Raw milk of buffalo,63766.74,11.3569,0.17810068383611896
Türkiye,792,2022,Raw milk of buffalo,43588.65,10.138200000000001,0.23258807051835742
Türkiye,792,2021,Raw milk of buffalo,63642.85,10.9489,0.17203660741151597
Türkiye,792,2023,Raw milk of buffalo,43024.89,9.5432,0.22180649386901397
Egypt,818,2023,Raw milk of buffalo,1157000.0,80.9628,0.06997649092480554
Egypt,818,2021,Raw milk of buffalo,1337000.0,79.968,0.059811518324607328
Egypt,818,2022,Raw milk of buffalo,1471000.0,87.919999999999987,0.059768864717878983
Egypt,818,2020,Raw milk of buffalo,1265000.0,75.488,0.05967430830039526
Afghanistan,4,2023,Raw milk of camel,6833.49,7.9211,1.1591587900179849
Afghanistan,4,2022,Raw milk of camel,6850.27,7.9589,1.1618374166273737
Afghanistan,4,2021,Raw milk of camel,6854.96,7.9966,1.1665421825947928
Afghanistan,4,2020,Raw milk of camel,6873.29,8.0097,1.1653371238518964
Algeria,12,2021,Raw milk of camel,15003.09,21.4943,1.4326582057429502
Algeria,12,2022,Raw milk of camel,15243.26,20.7801,1.363232012049916
Algeria,12,2020,Raw milk of camel,14717.59,20.8554,1.4170390668580928
Algeria,12,2023,Raw milk of camel,15290.15,21.0433,1.3762651118530558
Chad,148,2023,Raw milk of camel,35332.39,518.641,14.678910767145952
Chad,148,2021,Raw milk of camel,32916.91,456.55580000000003,13.869947087986084
Chad,148,2020,Raw milk of camel,31771.82,428.35859999999997,13.48234378767096
Chad,148,2022,Raw milk of camel,34103.27,486.60929999999996,14.268699159933931
"China, mainland",156,2021,Raw milk of camel,18611.08,21.8292,1.1729141994983632
"China, mainland",156,2023,Raw milk of camel,21479.93,27.4082,1.2759911228760987
"China, mainland",156,2020,Raw milk of camel,17301.75,19.441499999999998,1.1236724608782347
"China, mainland",156,2022,Raw milk of camel,20567.77,25.5974,1.2445393934296232
China,159,2022,Raw milk of camel,20567.77,25.5974,1.2445393934296232
China,159,2023,Raw milk of camel,21479.93,27.4082,1.2759911228760987
China,159,2021,Raw milk of camel,18611.08,21.8292,1.1729141994983632
China,159,2020,Raw milk of camel,17301.75,19.441499999999998,1.1236724608782347
Ethiopia,231,2020,Raw milk of camel,243429.0,75.0127,0.30815022039280449
Ethiopia,231,2021,Raw milk of camel,235877.0,79.773599999999988,0.33819999406470319
Ethiopia,231,2022,Raw milk of camel,220446.0,83.2338,0.37757001714705646
Ethiopia,231,2023,Raw milk of camel,233250.67,84.1164,0.3606266168495893
Eritrea,232,2020,Raw milk of camel,12316.53,19.263399999999997,1.5640281800149878
Eritrea,232,2022,Raw milk of camel,12443.18,19.305,1.5514522814907443
Eritrea,232,2021,Raw milk of camel,12345.42,19.0667,1.5444351022484453
Eritrea,232,2023,Raw milk of camel,12388.7,19.5306,1.5764850226416005
Djibouti,262,2023,Raw milk of camel,6129.53,3.5027,0.57144675040337511
Djibouti,262,2020,Raw milk of camel,6077.38,3.4871000000000003,0.57378343957429023
Djibouti,262,2022,Raw milk of camel,6117.98,3.496,0.5714304394587757
Djibouti,262,2021,Raw milk of camel,6108.71,3.4895,0.57123353375753638
India,356,2023,Raw milk of camel,7929.23,9.0802,1.1451553303410293
India,356,2021,Raw milk of camel,8000.0,10.5497,1.3187125
India,356,2022,Raw milk of camel,8000.0,9.744,1.218
India,356,2020,Raw milk of camel,7045.92,10.751199999999999,1.5258759679360536
Iraq,368,2020,Raw milk of camel,353.0,4.7195,13.369688385269122
Iraq,368,2022,Raw milk of camel,411.0,5.5042,13.39221411192214
Iraq,368,2023,Raw milk of camel,431.0,5.9443,13.791879350348028
Iraq,368,2021,Raw milk of camel,372.1,5.0968,13.697393173877989
Kazakhstan,398,2021,Raw milk of camel,17727.22,11.506300000000001,0.64907526391616965
Kazakhstan,398,2022,Raw milk of camel,17169.2,11.9969,0.69874542785918969
Kazakhstan,398,2020,Raw milk of camel,16952.21,10.765799999999999,0.63506764014839368
Kazakhstan,398,2023,Raw milk of camel,18168.2,12.5262,0.68945740359529284
Kenya,404,2020,Raw milk of camel,1074325.28,223.7739,0.20829250150382758
Kenya,404,2021,Raw milk of camel,1031414.43,212.184,0.20572138010518234
Kenya,404,2022,Raw milk of camel,850228.57,165.6346,0.19481184924190445
Kenya,404,2023,Raw milk of camel,1006991.58,205.31310000000002,0.20388760350905816
Libya,434,2020,Raw milk of camel,2010.93,2.5191000000000003,1.25270397278871
Libya,434,2021,Raw milk of camel,2213.23,2.9974,1.3543102162902181
Libya,434,2023,Raw milk of camel,2227.01,3.0119,1.3524411655089108
Libya,434,2022,Raw milk of camel,2347.32,3.2792000000000003,1.3969974268527512
Mali,466,2021,Raw milk of camel,281943.0,62.7023,0.22239353344470336
Mali,466,2020,Raw milk of camel,270995.0,61.4728,0.22684108562888616
Mali,466,2022,Raw milk of camel,287580.0,63.9563,0.22239481187843382
Mali,466,2023,Raw milk of camel,293333.0,65.2355,0.22239400272045765
Mauritania,478,2023,Raw milk of camel,26751.86,74.74369999999999,2.7939627375442297
Mauritania,478,2022,Raw milk of camel,26628.74,75.4109,2.8319364716467992
Mauritania,478,2021,Raw milk of camel,26528.53,74.8366,2.8209855578126648
Mauritania,478,2020,Raw milk of camel,26366.15,74.4206,2.8225812263072152
Mongolia,496,2020,Raw milk of camel,1452.66,22.3604,15.392727823441133
Mongolia,496,2023,Raw milk of camel,945.55,22.4037,23.69382898841944
Mongolia,496,2021,Raw milk of camel,1032.95,21.4669,20.782128854252381
Mongolia,496,2022,Raw milk of camel,1426.96,22.2438,15.588243538711666
Morocco,504,2020,Raw milk of camel,8605.56,2.9934,0.34784488168114563
Morocco,504,2021,Raw milk of camel,8687.49,3.0434,0.35031982770627651
Morocco,504,2022,Raw milk of camel,8708.65,3.0913,0.3549689102214465
Morocco,504,2023,Raw milk of camel,8770.46,3.139,0.35790597072445463
Niger,562,2021,Raw milk of camel,105495.16,91.436600000000013,0.86673739345008816
Niger,562,2020,Raw milk of camel,112001.81,90.2632,0.80590840451596268
Niger,562,2023,Raw milk of camel,109743.55,93.7442,0.85421147757658655
Niger,562,2022,Raw milk of camel,108334.95,92.625199999999992,0.85498908708593113
Pakistan,586,2022,Raw milk of camel,944000.0,54.293400000000005,0.057514194915254245
Pakistan,586,2020,Raw milk of camel,920000.0,52.9037,0.057504021739130433
Pakistan,586,2023,Raw milk of camel,956000.0,55.0122,0.057544142259414226
Pakistan,586,2021,Raw milk of camel,932000.0,53.5746,0.057483476394849783
Qatar,634,2022,Raw milk of camel,16930.79,5.1945,0.30680789260276692
Qatar,634,2023,Raw milk of camel,16261.68,4.8913,0.30078688056830538
Qatar,634,2021,Raw milk of camel,18255.28,5.8058999999999994,0.31803949323154723
Qatar,634,2020,Raw milk of camel,18892.04,6.1118,0.32351191295381543
Russian Federation,643,2021,Raw milk of camel,28.83,0.2706,9.3860561914672225
Russian Federation,643,2023,Raw milk of camel,28.45,0.2557,8.9876977152899826
Russian Federation,643,2020,Raw milk of camel,28.79,0.2701,9.3817297672803068
Russian Federation,643,2022,Raw milk of camel,28.67,0.26349999999999996,9.1907917683990217
Senegal,686,2023,Raw milk of camel,245.5,0.2552,1.0395112016293278
Senegal,686,2022,Raw milk of camel,546.31,0.2521,0.46145961084366022
Senegal,686,2020,Raw milk of camel,540.08,0.2466,0.45659902236705674
Senegal,686,2021,Raw milk of camel,540.83,0.2469,0.4565205332544422
Somalia,706,2021,Raw milk of camel,989565.3,363.45189999999997,0.36728440255534422
Somalia,706,2020,Raw milk of camel,986195.2,362.5224,0.36759700310851245
Somalia,706,2022,Raw milk of camel,992637.39,364.9109,0.36761752446177753
Somalia,706,2023,Raw milk of camel,996469.74,366.21979999999996,0.36751723138125597
Sudan,729,2022,Raw milk of camel,60306.34,228.232,3.784544046281038
Sudan,729,2021,Raw milk of camel,61241.72,234.36069999999998,3.8268144656943011
Sudan,729,2023,Raw milk of camel,60907.57,231.6358,3.8030707841406248
Sudan,729,2020,Raw milk of camel,63016.39,238.8234,3.7898616534523795
Tunisia,788,2020,Raw milk of camel,1103.66,11.423300000000001,10.350379645905441
Tunisia,788,2023,Raw milk of camel,1107.54,11.4549,10.342651281217835
Tunisia,788,2021,Raw milk of camel,1105.02,11.4333,10.346690557636965
Tunisia,788,2022,Raw milk of camel,1106.25,11.4441,10.344949152542373
Turkmenistan,795,2022,Raw milk of camel,10400.49,6.6987,0.64407542336947587
Turkmenistan,795,2020,Raw milk of camel,12140.41,6.6370000000000005,0.54668664402602551
Turkmenistan,795,2021,Raw milk of camel,12428.08,6.6636000000000006,0.53617292453862542
Turkmenistan,795,2023,Raw milk of camel,10401.0,6.7414,0.64814921642149792
Burkina Faso,854,2021,Raw milk of camel,270.0,1.3799,5.1107407407407406
Burkina Faso,854,2020,Raw milk of camel,260.0,1.0198,3.9223076923076925
Burkina Faso,854,2023,Raw milk of camel,265.64,1.4323,5.3918837524469208
Burkina Faso,854,2022,Raw milk of camel,266.91,1.4058000000000002,5.2669439136787686
Yemen,887,2023,Raw milk of camel,3480.0,22.0454,6.334885057471265
Yemen,887,2022,Raw milk of camel,3369.0,22.2358,6.6001187295933521
Yemen,887,2020,Raw milk of camel,3055.85,21.5393,7.0485462309995581
Yemen,887,2021,Raw milk of camel,3208.64,21.970100000000002,6.8471688939862378
Afghanistan,4,2022,Raw milk of cattle,1876786.33,229.8491,0.12246950882256266
Afghanistan,4,2021,Raw milk of cattle,1841535.8,224.75619999999998,0.12204823821508112
Afghanistan,4,2023,Raw milk of cattle,1902352.02,233.7149,0.12285575831543523
Afghanistan,4,2020,Raw milk of cattle,1868866.61,221.9665,0.11877064891217677
Albania,8,2022,Raw milk of cattle,849690.26,37.4211,0.044040872023177018
Albania,8,2021,Raw milk of cattle,885160.0,39.7444,0.044900808893307428
Albania,8,2023,Raw milk of cattle,788307.0,34.246,0.043442465942836989
Albania,8,2020,Raw milk of cattle,924270.0,41.8624,0.045292392915490066
Algeria,12,2023,Raw milk of cattle,2419276.56,45.6975,0.018888911154498186
Algeria,12,2022,Raw milk of cattle,2433986.67,44.0713,0.018106631619309567
Algeria,12,2020,Raw milk of cattle,2414552.0,42.6954,0.017682534896742749
Algeria,12,2021,Raw milk of cattle,2409291.0,42.6823,0.017715709725392239
Angola,24,2020,Raw milk of cattle,213047.39,20.758100000000002,0.0974341905807905
Angola,24,2022,Raw milk of cattle,219434.93,20.8628,0.095075109509684716
Angola,24,2023,Raw milk of cattle,220646.99,20.980900000000002,0.095088086177835471
Angola,24,2021,Raw milk of cattle,219526.96,20.746000000000002,0.09450319906037967
Antigua and Barbuda,28,2020,Raw milk of cattle,2936.13,0.1945,0.066243660873326449
Antigua and Barbuda,28,2022,Raw milk of cattle,2904.27,0.181,0.062322029287910558
Antigua and Barbuda,28,2023,Raw milk of cattle,2877.18,0.1744,0.0606149076526321
Antigua and Barbuda,28,2021,Raw milk of cattle,2933.46,0.1875,0.063917694463193633
Azerbaijan,31,2021,Raw milk of cattle,2187782.0,61.4646,0.028094481077182279
Azerbaijan,31,2023,Raw milk of cattle,2249686.0,61.8638,0.02749885984088446
Azerbaijan,31,2022,Raw milk of cattle,2229118.0,61.8238,0.027734646618079437
Azerbaijan,31,2020,Raw milk of cattle,2156882.0,61.354,0.02844569151209941
Argentina,32,2023,Raw milk of cattle,11665405.0,112.8465,0.009673603273954055
Argentina,32,2021,Raw milk of cattle,11899905.14,111.4781,0.009367982239226488
Argentina,32,2022,Raw milk of cattle,11904142.0,114.1087,0.0095856299429223878
Argentina,32,2020,Raw milk of cattle,11446583.21,112.9528,0.009867818014140833
Australia,36,2022,Raw milk of cattle,8450000.0,159.4012,0.018864047337278103
Australia,36,2023,Raw milk of cattle,8467000.0,163.31900000000002,0.019288886264320307
Australia,36,2021,Raw milk of cattle,9067000.0,164.696,0.01816433219366935
Australia,36,2020,Raw milk of cattle,9099000.0,165.8601,0.018228387734915922
Austria,40,2023,Raw milk of cattle,3678790.0,74.9381,0.020370311977579585
Austria,40,2021,Raw milk of cattle,3830140.0,72.6515,0.018968366691556965
Austria,40,2022,Raw milk of cattle,3942500.0,75.9759,0.019270995561192137
Austria,40,2020,Raw milk of cattle,3815470.0,72.419699999999992,0.018980544991835869
Bahamas,44,2020,Raw milk of cattle,685.28,0.0502,0.07325472799439646
Bahamas,44,2021,Raw milk of cattle,682.19,0.0506,0.0741728843870476
Bahamas,44,2022,Raw milk of cattle,683.56,0.0507,0.0741705190473404
Bahamas,44,2023,Raw milk of cattle,683.83,0.0509,0.074433704283228277
Bahrain,48,2022,Raw milk of cattle,10765.88,0.2318,0.021530984926452834
Bahrain,48,2020,Raw milk of cattle,10000.0,0.19929999999999998,0.01993
Bahrain,48,2021,Raw milk of cattle,10000.0,0.19929999999999998,0.01993
Bahrain,48,2023,Raw milk of cattle,10528.33,0.2254,0.021408903406333196
Bangladesh,50,2023,Raw milk of cattle,12661200.0,548.1,0.043289735570088146
Bangladesh,50,2021,Raw milk of cattle,10786500.0,541.22039999999993,0.050175719649561946
Bangladesh,50,2022,Raw milk of cattle,11766600.0,544.635,0.046286522869817957
Bangladesh,50,2020,Raw milk of cattle,9612000.0,537.8247,0.05595346441947565
Armenia,51,2021,Raw milk of cattle,647000.0,12.758899999999999,0.019720092735703246
Armenia,51,2022,Raw milk of cattle,607000.0,11.8141,0.019463097199341022
Armenia,51,2023,Raw milk of cattle,557000.0,10.6591,0.019136624775583484
Armenia,51,2020,Raw milk of cattle,605400.0,12.0823,0.019957548728113644
Barbados,52,2021,Raw milk of cattle,4341.0,0.21539999999999998,0.049619903248099513
Barbados,52,2023,Raw milk of cattle,4119.33,0.2148,0.052144402123646315
Barbados,52,2022,Raw milk of cattle,4039.0,0.21509999999999999,0.053255756375340427
Barbados,52,2020,Raw milk of cattle,3978.0,0.215,0.054047259929612873
Belgium,56,2021,Raw milk of cattle,4438000.0,74.1404,0.016705813429472735
Belgium,56,2023,Raw milk of cattle,4627000.0,73.9059,0.015972746920250705
Belgium,56,2022,Raw milk of cattle,4572000.0,75.0279,0.016410301837270342
Belgium,56,2020,Raw milk of cattle,4457000.0,74.2357,0.016655979358312766
Bhutan,64,2023,Raw milk of cattle,43829.0,3.5183,0.08027333500650255
Bhutan,64,2021,Raw milk of cattle,54403.0,4.1446000000000005,0.0761832987151444
Bhutan,64,2020,Raw milk of cattle,57912.0,4.8498,0.08374430169912972
Bhutan,64,2022,Raw milk of cattle,42255.0,3.9586,0.093683587741095725
Bolivia (Plurinational State of),68,2022,Raw milk of cattle,569107.0,16.3357,0.0287040925520157
Bolivia (Plurinational State of),68,2023,Raw milk of cattle,576574.0,16.7217,0.029001828039419045
Bolivia (Plurinational State of),68,2020,Raw milk of cattle,558780.15,16.133,0.028871820160397608
Bolivia (Plurinational State of),68,2021,Raw milk of cattle,560096.49,15.9528,0.028482235266284208
Bosnia and Herzegovina,70,2020,Raw milk of cattle,629133.0,28.651899999999998,0.045541880651626919
Bosnia and Herzegovina,70,2023,Raw milk of cattle,580214.0,19.6813,0.033920760271210278
Bosnia and Herzegovina,70,2022,Raw milk of cattle,560269.0,20.9917,0.037467180943439669
Bosnia and Herzegovina,70,2021,Raw milk of cattle,539510.0,19.7467,0.036601175140405187
Botswana,72,2021,Raw milk of cattle,23111.54,0.188,0.0081344644277274464
Botswana,72,2022,Raw milk of cattle,27000.0,0.2021,0.007485185185185185
Botswana,72,2023,Raw milk of cattle,27000.0,0.2062,0.0076370370370370368
Botswana,72,2020,Raw milk of cattle,23363.38,0.1692,0.0072421028121787169
Brazil,76,2023,Raw milk of cattle,36305658.36,1143.1290000000001,0.031486249021156716
Brazil,76,2022,Raw milk of cattle,35590786.0,1144.3129000000001,0.03215194235946349
Brazil,76,2021,Raw milk of cattle,36238557.98,1160.1848,0.0320152032716176
Brazil,76,2020,Raw milk of cattle,36376167.01,1164.6372,0.032016490348744965
Belize,84,2021,Raw milk of cattle,5739.0,0.4382,0.076354765638613
Belize,84,2022,Raw milk of cattle,5465.0,0.4405,0.080603842634949685
Belize,84,2020,Raw milk of cattle,4522.0,0.4474,0.098938522777532067
Belize,84,2023,Raw milk of cattle,6525.0,0.442,0.067739463601532574
Solomon Islands,90,2020,Raw milk of cattle,3026.25,0.2743,0.09064023130937629
Solomon Islands,90,2023,Raw milk of cattle,3063.26,0.2767,0.090328604166802676
Solomon Islands,90,2022,Raw milk of cattle,3055.01,0.2759,0.090310670014173422
Solomon Islands,90,2021,Raw milk of cattle,3047.68,0.275,0.090232570348593027
Brunei Darussalam,96,2020,Raw milk of cattle,52.45,0.0106,0.20209723546234507
Brunei Darussalam,96,2023,Raw milk of cattle,41.74,0.0075,0.17968375658840441
Brunei Darussalam,96,2021,Raw milk of cattle,43.53,0.008,0.18378130025269929
Brunei Darussalam,96,2022,Raw milk of cattle,44.21,0.0081,0.18321646686270074
Bulgaria,100,2023,Raw milk of cattle,726790.0,22.3494,0.030750835867306921
Bulgaria,100,2020,Raw milk of cattle,881760.0,26.714100000000002,0.030296339139902016
Bulgaria,100,2022,Raw milk of cattle,770730.0,23.501,0.030491871342752976
Bulgaria,100,2021,Raw milk of cattle,835780.0,25.4333,0.030430615712268776
Myanmar,104,2020,Raw milk of cattle,1772000.0,118.90180000000001,0.067100338600451476
Myanmar,104,2023,Raw milk of cattle,1900000.0,118.90180000000001,0.062579894736842112
Myanmar,104,2022,Raw milk of cattle,1858000.0,118.90180000000001,0.063994510226049517
Myanmar,104,2021,Raw milk of cattle,1790000.0,118.90180000000001,0.066425586592178773
Burundi,108,2022,Raw milk of cattle,31376.0,2.9610000000000003,0.094371494135645093
Burundi,108,2020,Raw milk of cattle,62001.0,5.8279999999999994,0.093998483895421023
Burundi,108,2023,Raw milk of cattle,36494.0,4.606,0.1262125280868088
Burundi,108,2021,Raw milk of cattle,53815.0,5.076,0.0943231441048035
Belarus,112,2023,Raw milk of cattle,8331000.0,158.785,0.019059536670267677
Belarus,112,2021,Raw milk of cattle,7811000.0,160.237,0.020514274740750224
Belarus,112,2022,Raw milk of cattle,7869000.0,159.203,0.020231668572880925
Belarus,112,2020,Raw milk of cattle,7751800.0,163.086,0.021038468484739028
Cambodia,116,2023,Raw milk of cattle,24329.01,11.353,0.46664455314868958
Cambodia,116,2020,Raw milk of cattle,24275.57,11.9861,0.49375153703908914
Cambodia,116,2022,Raw milk of cattle,24337.99,11.5993,0.47659235622991047
Cambodia,116,2021,Raw milk of cattle,24390.45,11.8102,0.4842141083907841
Cameroon,120,2020,Raw milk of cattle,188000.0,15.040000000000001,0.080000000000000016
Cameroon,120,2023,Raw milk of cattle,204740.74,14.8264,0.07241548506662622
Cameroon,120,2022,Raw milk of cattle,205555.56,14.775300000000001,0.071879836283679222
Cameroon,120,2021,Raw milk of cattle,220666.67,14.7242,0.066725980865166443
Canada,124,2022,Raw milk of cattle,9742541.0,170.5616,0.017506890656144018
Canada,124,2021,Raw milk of cattle,9807240.0,171.512,0.017488304558672979
Canada,124,2023,Raw milk of cattle,9886559.0,169.7696,0.017171758141533371
Canada,124,2020,Raw milk of cattle,9640572.0,172.60320000000002,0.017903833921887623
Cabo Verde,132,2022,Raw milk of cattle,4592.77,0.3776,0.082216178907282514
Cabo Verde,132,2021,Raw milk of cattle,4573.2,0.37670000000000003,0.082371206157613938
Cabo Verde,132,2020,Raw milk of cattle,4572.17,0.376,0.082236662241342726
Cabo Verde,132,2023,Raw milk of cattle,4602.04,0.3785,0.082246134323039344
Sri Lanka,144,2022,Raw milk of cattle,431770.0,22.2252,0.051474627695300743
Sri Lanka,144,2020,Raw milk of cattle,426040.0,21.5853,0.050664961036522391
Sri Lanka,144,2021,Raw milk of cattle,438130.0,22.418499999999998,0.051168602926072164
Sri Lanka,144,2023,Raw milk of cattle,423430.0,21.9043,0.051730628439175308
Chad,148,2021,Raw milk of cattle,243710.53,56.7472,0.23284673009409973
Chad,148,2023,Raw milk of cattle,263319.24,62.254,0.23642024790896404
Chad,148,2020,Raw milk of cattle,238749.12,55.3802,0.23195980785185724
Chad,148,2022,Raw milk of cattle,254860.38,59.8728,0.23492392187440039
Chile,152,2020,Raw milk of cattle,2343640.37,39.681599999999996,0.016931607983864862
Chile,152,2023,Raw milk of cattle,2224325.0,39.836699999999993,0.017909568071212609
Chile,152,2021,Raw milk of cattle,2336542.01,39.9479,0.017097017656446931
Chile,152,2022,Raw milk of cattle,2284942.0,39.8806,0.017453659655256019
"China, mainland",156,2023,Raw milk of cattle,41966500.0,1242.857,0.029615455184492392
"China, mainland",156,2022,Raw milk of cattle,39316300.0,1164.394,0.029616062549120848
"China, mainland",156,2021,Raw milk of cattle,36827000.0,1090.6280000000002,0.02961490210986505
"China, mainland",156,2020,Raw milk of cattle,34400000.0,1018.7869999999999,0.029615901162790694
"China, Taiwan Province of",158,2022,Raw milk of cattle,463095.0,5.7419,0.01239896781437934
"China, Taiwan Province of",158,2020,Raw milk of cattle,437154.58,5.5995,0.012808970227419326
"China, Taiwan Province of",158,2021,Raw milk of cattle,449214.0,5.7827,0.012872929160711821
"China, Taiwan Province of",158,2023,Raw milk of cattle,472449.0,5.8740000000000006,0.012433088015849332
China,159,2020,Raw milk of cattle,34837214.58,1024.3883,0.029405000151421407
China,159,2022,Raw milk of cattle,39779455.0,1170.1377000000002,0.029415629248817014
China,159,2021,Raw milk of cattle,37276274.0,1096.4125,0.029413146281734061
China,159,2023,Raw milk of cattle,42439009.0,1248.7329,0.029424176704974422
Colombia,170,2021,Raw milk of cattle,6992670.0,260.2834,0.037222319943598078
Colombia,170,2020,Raw milk of cattle,7071404.0,255.26600000000002,0.036098347654864582
Colombia,170,2022,Raw milk of cattle,7421000.0,255.89270000000002,0.0344822395903517
