obs_idx,y_obs,y_rep_mean,y_rep_median,y_rep_p05,y_rep_p95,residual,residual_median_pred,within_90ci
59,-0.5344321202407277,-2.386146207485758,-2.3142566449531494,-5.441429656055684,0.7090834924691977,1.8517140872450302,1.7798245247124216,True
60,0.1816655179329265,-1.1027490066739565,-1.0841041378914864,-3.908201952810127,1.7267214221100784,1.284414524606883,1.265769655824413,True
61,-3.593610735500591,-3.584745130322706,-3.5843156655183916,-3.6507491043937157,-3.5189381395856274,-0.00886560517788526,-0.009295069982199422,True
62,-0.7800459228490354,-2.303020058626365,-2.3052912975426274,-5.490059135736598,0.7660193673728122,1.5229741357773299,1.5252453746935921,True
63,0.13390771852381378,-1.0727189670373438,-1.0792762983031112,-3.907104522709297,1.711518415451468,1.2066266855611576,1.213184016826925,True
64,-4.6184765225056745,-4.634383906507925,-4.635053492592098,-4.702342901365168,-4.566610571357358,0.01590738400225078,0.016576970086423337,True
65,-4.670457548586639,-4.642650880608378,-4.640555897013964,-4.707364970759497,-4.577435617639135,-0.027806667978261146,-0.02990165157267466,True
66,-4.647490182899476,-4.641867507090776,-4.642086847128718,-4.7101267080192155,-4.5749067001496,-0.00562267580870035,-0.005403335770758133,True
67,-4.638354414937041,-4.647725827787063,-4.647797428714674,-4.712928672290468,-4.580710222576619,0.00937141285002241,0.009443013777633347,True
68,-4.004775134415692,-3.9800656655144326,-3.979817733878585,-4.04789206451377,-3.9099013429426397,-0.02470946890125969,-0.024957400537107155,True
69,-4.008295377339052,-3.98464006419977,-3.985202420116152,-4.056491170973136,-3.9116620463207625,-0.02365531313928182,-0.023092957222900168,True
70,-3.9704974257925763,-3.989219846371496,-3.98875681080835,-4.060513692287462,-3.9234098783557183,0.018722420578919596,0.018259385015773955,True
71,-3.9482261901584597,-3.9909093781856657,-3.993107563280357,-4.059016770210685,-3.919707382699139,0.042683188027206054,0.04488137312189755,True
72,-3.9643407722064934,-3.948220021531046,-3.9490508452289395,-4.0155445567957235,-3.8747222307525293,-0.016120750675447493,-0.015289926977553936,True
73,-3.976114904466265,-2.7528950942481654,-2.7230135451538975,-5.77827533849946,0.4376660054430518,-1.2232198102180996,-1.2531013593123674,True
74,-1.2644642622128166,-1.46858044502087,-1.4933646047241207,-4.150311104376736,1.3754825862613438,0.20411618280805333,0.2289003425113041,True
75,-3.9649825982909177,-3.9532940591435275,-3.9550224223744537,-4.018807327234891,-3.886711157715205,-0.011688539147390209,-0.009960175916464031,True
76,-3.9401077627315177,-2.7060148918165243,-2.706646556426742,-5.788989348050361,0.4719644250025308,-1.2340928709149934,-1.2334612063047756,True
77,-1.1880047675113832,-1.4945613894022602,-1.4979590135090985,-4.349970757728349,1.406850302156999,0.30655662189087707,0.30995424599771537,True
78,-3.949154134102528,-3.958079110268589,-3.956787796861665,-4.023326129934785,-3.889572846353713,0.00892497616606125,0.0076336627591371276,True
79,-3.9395922141146973,-2.7803447080442627,-2.6930860321656307,-5.8918301111619025,0.4237633169704287,-1.1592475060704346,-1.2465061819490666,True
80,-1.2704636148853323,-1.529692003041979,-1.5028824349804342,-4.368763453304039,1.226869416609148,0.2592283881566466,0.23241882009510184,True
81,-3.8936767333192464,-3.959565497036222,-3.9614834412268696,-4.026271448252018,-3.8919686023698197,0.0658887637169756,0.06780670790762322,True
82,-3.9809756589336334,-2.6448478018199673,-2.6742653717507734,-6.158806795987055,0.7300405532838008,-1.336127857113666,-1.30671028718286,True
83,-1.279704099310258,-1.7659640337734064,-1.4435781808399843,-4.374298236763255,1.723021212767127,0.4862599344631484,0.16387408152972638,True
84,-2.613812487169378,-2.595768384243133,-2.597168427471902,-2.658053552980714,-2.5302533160914864,-0.01804410292624503,-0.016644059697476177,True
